Timestamp,X_Accel,Y_Accel,Z_Accel,Pressure1,Temperature1,Humidity1,Pressure2,Temperature2,Humidity2
52582,0.294000,-0.294000,0.000000,20726,-32478,30417,0,0,0
52601,0.686000,-0.245000,-1.029000,20725,-32478,30420,0,0,0
52621,0.392000,-0.441000,-0.441000,20725,-32479,30421,0,0,0
52640,0.588000,-0.049000,-0.637000,20726,-32478,30425,0,0,0
52660,0.392000,-0.147000,-0.490000,20725,-32479,30423,0,0,0
52679,0.441000,0.098000,-0.735000,20725,-32477,30423,0,0,0
52699,0.735000,-0.049000,-0.588000,20727,-32478,30424,0,0,0
52718,0.196000,0.147000,-0.980000,20725,-32477,30437,0,0,0
52734,0.196000,-0.294000,-0.833000,20725,-32478,30441,0,0,0
52753,0.490000,-0.686000,-0.735000,20726,-32479,30458,0,0,0
52773,0.343000,-0.049000,-0.294000,20725,-32479,30469,0,0,0
52792,0.098000,0.147000,0.245000,20726,-32477,30479,0,0,0
52812,-0.049000,0.392000,-0.980000,20725,-32478,30495,0,0,0
52832,-0.049000,-0.049000,-0.686000,20725,-32478,30507,0,0,0
52851,0.049000,-0.049000,-0.196000,20724,-32477,30527,0,0,0
52871,0.441000,-0.245000,-1.568000,20724,-32479,30534,0,0,0
52890,0.392000,-0.147000,-0.686000,20725,-32477,30549,0,0,0
52910,0.294000,-0.049000,-0.490000,20725,-32478,30566,0,0,0
52929,0.147000,0.196000,-1.029000,20724,-32477,30574,0,0,0
52949,0.392000,-0.098000,-0.147000,20725,-32479,30586,0,0,0
52968,0.784000,-0.343000,-0.441000,20725,-32476,30601,0,0,0
52988,0.294000,0.000000,-1.029000,20725,-32477,30611,0,0,0
53007,0.637000,-0.294000,-0.392000,20725,-32476,30621,0,0,0
53027,0.147000,-0.049000,-0.931000,20724,-32477,30631,0,0,0
53042,0.147000,-0.049000,-0.490000,20725,-32477,30644,0,0,0
53062,0.098000,0.735000,-0.588000,20725,-32477,30651,0,0,0
53082,-0.049000,-0.147000,-1.176000,20725,-32478,30661,0,0,0
53101,0.441000,0.196000,-0.392000,20725,-32477,30669,0,0,0
53121,0.294000,-0.245000,-0.980000,20727,-32477,30677,0,0,0
53140,0.637000,0.245000,-0.588000,20726,-32478,30682,0,0,0
53160,-0.147000,-0.245000,-0.490000,20725,-32476,30683,0,0,0
53179,0.245000,0.441000,-0.196000,20726,-32475,30692,0,0,0
53199,0.098000,-0.098000,0.049000,20723,-32477,30699,0,0,0
53218,0.147000,0.147000,-0.784000,20724,-32478,30697,0,0,0
53238,0.392000,-0.392000,-0.588000,20727,-32477,30704,0,0,0
53257,-0.147000,-0.049000,-0.735000,20726,-32477,30701,0,0,0
53277,0.245000,-0.294000,-1.225000,20725,-32477,30704,0,0,0
53296,0.147000,-0.049000,-0.539000,20724,-32475,30706,0,0,0
53316,0.490000,-0.343000,-0.637000,20726,-32477,30708,0,0,0
53335,-0.294000,-0.637000,-1.078000,20726,-32476,30707,0,0,0
53355,0.147000,-0.196000,-0.735000,20725,-32477,30704,0,0,0
53371,0.392000,-0.049000,-0.392000,20727,-32477,30704,0,0,0
53390,0.588000,-0.441000,-0.539000,20726,-32477,30701,0,0,0
53410,0.245000,-0.098000,-0.686000,20726,-32477,30699,0,0,0
53429,0.343000,-0.098000,-0.490000,20726,-32477,30697,0,0,0
53449,-0.098000,-0.392000,-0.980000,20725,-32477,30695,0,0,0
53468,0.343000,-0.245000,-0.735000,20725,-32477,30692,0,0,0
53488,-0.049000,-0.049000,-0.686000,20726,-32478,30688,0,0,0
53507,0.000000,-0.049000,-0.833000,20727,-32478,30685,0,0,0
53527,0.539000,-0.490000,-0.637000,20724,-32477,30679,0,0,0
53546,0.441000,-0.343000,-0.441000,20727,-32477,30679,0,0,0
53566,0.343000,-0.637000,-0.931000,20725,-32477,30676,0,0,0
53585,0.196000,0.245000,-0.539000,20725,-32478,30671,0,0,0
53605,-0.049000,-0.245000,-0.343000,20726,-32476,30665,0,0,0
53625,0.147000,-0.098000,-0.196000,20727,-32476,30663,0,0,0
53644,0.686000,0.098000,-1.127000,20726,-32478,30657,0,0,0
53660,0.147000,0.147000,-0.588000,20726,-32477,30655,0,0,0
53679,0.098000,-0.098000,-0.490000,20727,-32477,30652,0,0,0
53699,0.441000,-0.294000,-1.127000,20724,-32478,30647,0,0,0
53718,-0.196000,-0.147000,-0.686000,20725,-32476,30642,0,0,0
53738,-0.049000,-0.343000,-0.441000,20725,-32477,30635,0,0,0
53757,-0.098000,-0.294000,-0.686000,20727,-32475,30631,0,0,0
53777,-0.049000,-0.686000,-0.980000,20726,-32477,30625,0,0,0
53796,-0.196000,0.049000,-0.882000,20725,-32478,30626,0,0,0
53816,0.343000,-0.490000,-0.441000,20726,-32477,30615,0,0,0
53835,0.245000,0.343000,-1.176000,20725,-32477,30612,0,0,0
53855,-0.049000,-0.245000,-0.882000,20725,-32477,30608,0,0,0
53875,0.441000,-0.245000,-1.568000,20728,-32477,30601,0,0,0
53894,-0.049000,-0.343000,-0.588000,20728,-32479,30599,0,0,0
53914,0.294000,-0.245000,-0.980000,20727,-32479,30593,0,0,0
53929,0.049000,-0.245000,-0.980000,20727,-32477,30588,0,0,0
53949,-0.098000,-0.784000,-1.078000,20725,-32477,30584,0,0,0
53968,0.343000,-0.245000,-0.931000,20727,-32479,30580,0,0,0
53988,0.539000,-0.147000,-0.343000,20726,-32478,30576,0,0,0
54007,0.147000,-0.049000,-0.490000,20725,-32478,30573,0,0,0
54027,0.196000,0.245000,0.245000,20727,-32479,30566,0,0,0
54046,0.441000,-0.294000,0.098000,20727,-32478,30564,0,0,0
54066,-0.147000,0.490000,-0.539000,20725,-32477,30556,0,0,0
54085,0.441000,-0.196000,-0.784000,20725,-32479,30555,0,0,0
54105,-0.049000,-0.196000,-1.127000,20725,-32478,30553,0,0,0
54125,0.735000,-0.098000,-1.225000,20725,-32479,30544,0,0,0
54144,-0.049000,-0.049000,-1.029000,20725,-32478,30539,0,0,0
54164,0.294000,-0.049000,-0.784000,20725,-32479,30534,0,0,0
54183,0.049000,-0.049000,-0.686000,20726,-32478,30531,0,0,0
54203,0.196000,-0.245000,-0.882000,20725,-32478,30535,0,0,0
54218,0.147000,-0.147000,-0.637000,20726,-32479,30522,0,0,0
54238,0.392000,-0.049000,-0.686000,20726,-32478,30521,0,0,0
54257,-0.147000,-0.539000,-0.343000,20725,-32479,30515,0,0,0
54277,0.294000,-0.049000,0.784000,20723,-32479,30510,0,0,0
54296,0.245000,0.147000,-0.735000,20725,-32477,30505,0,0,0
54316,0.245000,-0.588000,-1.078000,20725,-32479,30501,0,0,0
54335,-0.049000,-0.049000,-0.441000,20726,-32479,30497,0,0,0
54355,0.245000,0.343000,-1.274000,20725,-32480,30493,0,0,0
54375,0.147000,-0.245000,-1.029000,20727,-32479,30488,0,0,0
54394,0.392000,-0.049000,-0.539000,20724,-32477,30486,0,0,0
54414,0.343000,-0.049000,-0.686000,20725,-32480,30483,0,0,0
54433,0.245000,-0.833000,-0.833000,20728,-32479,30481,0,0,0
54453,-0.049000,0.049000,-1.078000,20724,-32480,30475,0,0,0
54468,0.637000,-0.098000,-0.882000,20726,-32478,30474,0,0,0
54488,0.000000,-0.098000,-0.735000,20725,-32477,30468,0,0,0
54507,0.147000,0.049000,-0.294000,20725,-32477,30464,0,0,0
54527,0.392000,-0.294000,-0.833000,20725,-32477,30464,0,0,0
54546,-0.147000,-0.490000,-0.882000,20727,-32478,30457,0,0,0
54566,0.294000,-0.931000,-0.588000,20725,-32478,30455,0,0,0
54585,0.343000,0.392000,0.000000,20725,-32478,30449,0,0,0
54605,0.686000,-0.343000,-0.245000,20727,-32478,30451,0,0,0
54625,0.245000,-0.245000,0.539000,20729,-32477,30446,0,0,0
54644,0.245000,-0.147000,-1.176000,20725,-32478,30440,0,0,0
54664,-0.049000,-0.441000,-0.490000,20727,-32478,30436,0,0,0
54683,0.147000,-0.245000,-0.196000,20724,-32477,30433,0,0,0
54703,-0.049000,-0.588000,0.049000,20727,-32480,30431,0,0,0
54722,0.441000,0.098000,-0.931000,20729,-32478,30427,0,0,0
54738,0.343000,-0.490000,-0.735000,20727,-32477,30427,0,0,0
54757,0.196000,0.147000,-1.323000,20726,-32478,30420,0,0,0
54777,0.490000,0.294000,-0.882000,20728,-32479,30420,0,0,0
54796,0.392000,-0.196000,-0.980000,20727,-32479,30416,0,0,0
54816,0.784000,0.343000,-0.931000,20725,-32479,30412,0,0,0
54835,0.147000,0.098000,-0.686000,20725,-32480,30411,0,0,0
54855,-0.098000,-0.098000,-0.833000,20724,-32478,30409,0,0,0
54875,0.392000,0.147000,-0.392000,20726,-32479,30404,0,0,0
54894,0.343000,-0.147000,-0.490000,20726,-32477,30401,0,0,0
54914,0.245000,-0.343000,-0.588000,20725,-32479,30398,0,0,0
54933,0.637000,0.049000,-0.686000,20725,-32479,30397,0,0,0
54953,-0.049000,-0.196000,-0.441000,20726,-32479,30395,0,0,0
54968,0.539000,0.245000,-1.029000,20725,-32479,30390,0,0,0
54988,0.343000,0.049000,-0.441000,20727,-32478,30387,0,0,0
55007,0.049000,0.294000,-0.931000,20727,-32478,30385,0,0,0
55027,0.588000,-0.098000,-0.882000,20723,-32477,30382,0,0,0
55046,0.098000,-0.049000,-0.931000,20728,-32478,30378,0,0,0
55066,0.539000,-0.392000,-0.490000,20725,-32476,30378,0,0,0
55085,0.539000,-0.294000,-0.588000,20727,-32478,30375,0,0,0
55105,0.294000,-0.686000,-1.274000,20726,-32477,30373,0,0,0
55125,0.245000,0.490000,-0.490000,20725,-32478,30367,0,0,0
55144,0.147000,-0.294000,-1.078000,20727,-32477,30367,0,0,0
55164,0.049000,0.784000,-1.078000,20724,-32478,30364,0,0,0
55183,-0.098000,0.147000,-0.833000,20726,-32478,30363,0,0,0
55203,0.392000,-0.049000,0.539000,20725,-32478,30359,0,0,0
55222,0.490000,-0.245000,-0.686000,20725,-32479,30355,0,0,0
55238,0.196000,-0.147000,-0.784000,20725,-32478,30355,0,0,0
55257,0.343000,-0.196000,-0.637000,20727,-32476,30351,0,0,0
55277,0.049000,-0.147000,-1.862000,20725,-32477,30349,0,0,0
55296,0.196000,-0.588000,-0.882000,20725,-32478,30347,0,0,0
55316,0.147000,0.147000,-0.637000,20723,-32477,30345,0,0,0
55335,0.245000,-0.147000,-0.784000,20725,-32478,30343,0,0,0
55355,-0.098000,-0.049000,0.098000,20724,-32478,30340,0,0,0
55375,-0.049000,-0.294000,-1.225000,20725,-32479,30337,0,0,0
55394,0.441000,-0.245000,-0.931000,20724,-32478,30335,0,0,0
55414,0.490000,-0.098000,-0.588000,20725,-32479,30332,0,0,0
55433,0.245000,0.539000,-1.176000,20726,-32477,30332,0,0,0
55453,-0.196000,-0.098000,-0.588000,20728,-32479,30330,0,0,0
55472,-0.147000,0.294000,-0.686000,20727,-32477,30326,0,0,0
55492,0.735000,-0.049000,-0.686000,20727,-32477,30325,0,0,0
55511,0.147000,-0.098000,0.637000,20726,-32479,30322,0,0,0
55527,-0.245000,-0.147000,-0.686000,20727,-32479,30323,0,0,0
55546,-0.294000,-0.245000,-0.882000,20727,-32478,30319,0,0,0
55566,0.539000,-0.343000,-0.245000,20725,-32479,30315,0,0,0
55585,0.343000,-0.098000,-1.029000,20726,-32479,30313,0,0,0
55605,0.196000,-0.245000,-0.196000,20725,-32477,30313,0,0,0
55625,-0.049000,-0.539000,-1.029000,20725,-32477,30310,0,0,0
55644,0.196000,-0.441000,-0.588000,20727,-32477,30310,0,0,0
55664,0.245000,-0.294000,-0.343000,20725,-32476,30306,0,0,0
55683,0.490000,-0.049000,0.000000,20727,-32477,30305,0,0,0
55703,0.147000,-0.098000,-0.490000,20727,-32479,30306,0,0,0
55722,0.245000,0.343000,-0.343000,20726,-32479,30299,0,0,0
55742,-0.049000,0.196000,-0.588000,20726,-32477,30302,0,0,0
55761,0.392000,-0.196000,-0.147000,20724,-32477,30297,0,0,0
55781,0.441000,-0.392000,-0.833000,20724,-32477,30297,0,0,0
55796,0.098000,-0.294000,-0.686000,20727,-32477,30281,0,0,0
55816,0.196000,0.245000,-0.441000,20724,-32479,30292,0,0,0
55835,0.392000,-0.686000,0.000000,20726,-32479,30290,0,0,0
55855,0.539000,0.098000,-0.931000,20726,-32476,30290,0,0,0
55875,0.098000,-0.098000,-0.980000,20727,-32476,30286,0,0,0
55894,0.098000,-0.294000,-0.588000,20727,-32477,30291,0,0,0
55914,0.343000,0.196000,-0.833000,20726,-32477,30281,0,0,0
55933,0.294000,-0.049000,-1.176000,20725,-32479,30281,0,0,0
55953,0.000000,0.245000,-0.490000,20726,-32476,30278,0,0,0
55972,0.392000,0.049000,-0.441000,20727,-32478,30277,0,0,0
55992,0.147000,0.000000,-1.225000,20725,-32478,30263,0,0,0
56011,0.098000,-0.294000,-1.127000,20726,-32476,30273,0,0,0
56031,0.735000,-0.196000,-0.686000,20728,-32477,30275,0,0,0
56050,0.196000,-0.196000,-0.833000,20726,-32477,30271,0,0,0
56070,0.392000,-0.245000,-1.127000,20725,-32476,30268,0,0,0
56089,0.196000,0.294000,-0.392000,20726,-32479,30267,0,0,0
56105,0.049000,0.098000,-0.882000,20726,-32477,30264,0,0,0
56125,0.245000,-0.098000,-1.225000,20726,-32478,30265,0,0,0
56144,0.245000,-0.049000,-0.392000,20724,-32477,30261,0,0,0
56164,0.441000,-0.245000,-0.392000,20727,-32478,30263,0,0,0
56183,-0.049000,-0.049000,-0.441000,20727,-32477,30261,0,0,0
56203,0.686000,0.098000,-0.980000,20727,-32479,30260,0,0,0
56222,-0.098000,-0.049000,0.196000,20727,-32478,30259,0,0,0
56242,0.196000,0.294000,-1.127000,20726,-32478,30256,0,0,0
56261,0.490000,-0.147000,-0.784000,20726,-32479,30256,0,0,0
56281,-0.049000,-0.147000,-0.784000,20726,-32477,30257,0,0,0
56300,0.196000,-0.392000,0.000000,20728,-32477,30252,0,0,0
56320,0.392000,-0.294000,-1.176000,20727,-32478,30253,0,0,0
56339,0.637000,0.539000,-0.343000,20727,-32478,30251,0,0,0
56359,0.539000,-0.588000,-0.588000,20725,-32478,30248,0,0,0
56378,0.245000,-0.049000,-0.833000,20728,-32478,30252,0,0,0
56398,0.441000,0.098000,-0.490000,20727,-32479,30247,0,0,0
56414,0.490000,-0.245000,-0.588000,20727,-32479,30250,0,0,0
